580,61254,0.001132,0.843896,1,79,0.268809,0.292928,0.147248,0.291015
590,62261,0.000000,0.807568,1,85,0.268784,0.292933,0.147237,0.291046
600,63442,0.000086,0.839160,1,92,0.268791,0.292740,0.147240,0.291229
610,64574,0.000000,0.843799,1,72,0.268775,0.292835,0.147233,0.291156
620,65692,0.000000,0.842285,1,80,0.268754,0.292869,0.147224,0.291152
630,66711,0.000000,0.868945,1,88,0.268737,0.292883,0.147217,0.291163
640,67681,0.000000,0.869873,1,96,0.268726,0.292826,0.147211,0.291237
650,68720,0.000000,0.826709,1,98,0.268684,0.292841,0.147193,0.291283
660,69914,0.000000,0.817285,1,67,0.268748,0.292830,0.147221,0.291201
670,70961,0.000000,0.833545,1,74,0.268758,0.292881,0.147226,0.291136
680,71963,0.000000,0.846973,1,81,0.268737,0.292915,0.147216,0.291132
690,73166,0.000000,0.853271,1,88,0.268708,0.292923,0.147204,0.291165
700,74137,0.000000,0.826562,1,92,0.268767,0.292701,0.147230,0.291303
710,75262,0.000000,0.852588,1,61,0.268791,0.292844,0.147240,0.291125
720,76380,0.000000,0.844629,1,66,0.268873,0.292722,0.147277,0.291127
730,77529,0.000000,0.842871,1,70,0.268838,0.292822,0.147261,0.291078
740,78626,0.000000,0.810596,1,75,0.268802,0.292885,0.147245,0.291067
750,79672,0.000000,0.848047,1,81,0.268774,0.292889,0.147233,0.291103
760,80527,0.000000,0.874756,1,57,0.268797,0.292947,0.147243,0.291013
770,81429,0.000000,0.877783,1,63,0.268811,0.293013,0.147249,0.290926
780,82685,0.000000,0.869189,1,69,0.268800,0.293035,0.147244,0.290921
790,83715,0.000000,0.879687,1,73,0.268778,0.293035,0.147235,0.290953
800,84611,0.000000,0.887256,1,80,0.268750,0.293019,0.147222,0.291009
810,85795,0.000000,0.857666,1,60,0.268781,0.293065,0.147236,0.290918
820,86835,0.000000,0.875977,1,67,0.268785,0.293072,0.147238,0.290906
830,87899,0.000029,0.883105,1,73,0.268768,0.293060,0.147230,0.290943
840,88762,0.000000,0.865186,1,81,0.268755,0.293048,0.147224,0.290973
850,89815,0.000000,0.833691,1,85,0.268771,0.292903,0.147231,0.291095
860,90721,0.000000,0.810498,1,66,0.269143,0.292064,0.147397,0.291397
870,91897,0.005040,0.799561,1,68,0.269024,0.292377,0.147344,0.291255
880,93080,0.001019,0.792920,1,72,0.269317,0.291625,0.147474,0.291584
890,94243,0.021714,0.692480,1,75,0.269389,0.291403,0.147506,0.291702
900,95101,0.000956,0.748755,1,79,0.269177,0.291890,0.147412,0.291521
910,96108,0.000000,0.827783,1,54,0.269396,0.291572,0.147509,0.291522
920,97194,0.000674,0.787842,1,58,0.269310,0.291845,0.147471,0.291374
930,98236,0.000604,0.754736,1,63,0.269163,0.292253,0.147406,0.291178
940,99157,0.000785,0.798242,1,70,0.269131,0.292289,0.147392,0.291188
950,100138,0.000000,0.787012,1,77,0.269001,0.292512,0.147334,0.291153
960,101145,0.000115,0.793750,1,52,0.269000,0.292651,0.147333,0.291015
970,102351,0.000000,0.791748,1,58,0.269426,0.291699,0.147523,0.291352
980,103453,0.000594,0.823340,1,64,0.269573,0.291283,0.147588,0.291556
990,104397,0.000000,0.777295,1,70,0.269437,0.291590,0.147528,0.291445
1000,105513,0.002562,0.749561,1,75,0.269215,0.292039,0.147429,0.291317
1010,106520,0.000000,0.831201,1,60,0.269272,0.291988,0.147454,0.291285
1020,107535,0.000000,0.762451,1,62,0.269522,0.291359,0.147566,0.291553
1030,108688,0.000000,0.804053,1,67,0.269509,0.291348,0.147560,0.291583
1040,109888,0.000000,0.637036,1,68,0.269275,0.291884,0.147455,0.291386
1050,111051,0.001475,0.807813,1,74,0.269118,0.292223,0.147386,0.291274
1060,112242,0.000000,0.788037,1,47,0.269494,0.291560,0.147553,0.291393
1070,113306,0.000000,0.800928,1,51,0.269335,0.292108,0.147482,0.291075
1080,114361,0.002958,0.703271,1,56,0.269209,0.292467,0.147426,0.290898
1090,115465,0.000000,0.725293,1,61,0.269676,0.291226,0.147634,0.291465
1100,116413,0.000000,0.753174,1,64,0.269423,0.291775,0.147521,0.291280
1110,117586,0.000000,0.771973,1,40,0.269386,0.292265,0.147505,0.290843
1120,118772,0.003825,0.785937,1,43,0.269670,0.291705,0.147631,0.290993
1130,119765,0.000000,0.658545,1,45,0.269650,0.291797,0.147622,0.290931
1140,120798,0.000000,0.802393,1,52,0.269443,0.292271,0.147530,0.290757
1150,121862,0.000000,0.722192,1,59,0.269268,0.292549,0.147453,0.290730
1160,122844,0.000000,0.682764,1,45,0.269241,0.292703,0.147440,0.290615
1170,123917,0.000000,0.836230,1,54,0.269367,0.292390,0.147496,0.290747
1180,124868,0.000000,0.827246,1,63,0.269214,0.292642,0.147429,0.290714
1190,126032,0.000466,0.754346,1,69,0.269079,0.292781,0.147368,0.290772
1200,127205,0.000000,0.828125,1,75,0.269055,0.292652,0.147358,0.290936
1210,128290,0.000000,0.813428,1,62,0.268989,0.292810,0.147328,0.290872
1220,129494,0.000000,0.785840,1,66,0.268906,0.292937,0.147291,0.290865
1230,130585,0.000274,0.731006,1,71,0.268881,0.292959,0.147280,0.290880
1240,131593,0.000029,0.757471,1,74,0.268832,0.292981,0.147259,0.290928
1250,132822,0.000000,0.711523,1,78,0.268794,0.292990,0.147242,0.290975
1260,133917,0.001290,0.763208,1,56,0.268830,0.293066,0.147258,0.290846
1270,134788,0.000000,0.830762,1,61,0.268838,0.293099,0.147261,0.290801
1280,135839,0.000411,0.826807,1,70,0.268820,0.293096,0.147253,0.290832
1310,139050,0.000358,0.845947,1,81,0.269244,0.291771,0.147442,0.291544
1330,141225,0.017983,0.747314,1,89,0.269163,0.291825,0.147406,0.291606
1340,142341,0.018865,0.713257,1,90,0.268995,0.292165,0.147331,0.291509
1350,143527,0.000791,0.740552,1,97,0.269039,0.291934,0.147351,0.291676
1360,144682,0.000988,0.810547,1,46,0.269047,0.292393,0.147354,0.291205
1370,145656,0.000000,0.807568,1,55,0.269017,0.292656,0.147341,0.290986
1380,146822,0.004756,0.754492,1,61,0.269031,0.292653,0.147347,0.290969
1390,147791,0.000000,0.815430,1,70,0.268965,0.292756,0.147318,0.290961
1400,148957,0.000592,0.855078,1,76,0.268887,0.292837,0.147283,0.290993
1410,150007,0.000165,0.856396,1,57,0.268894,0.292961,0.147286,0.290858
1420,151142,0.000527,0.712988,1,61,0.268879,0.293024,0.147280,0.290818
1430,152060,0.008798,0.780811,1,68,0.269455,0.291505,0.147535,0.291505
1440,153052,0.000000,0.746582,1,76,0.269330,0.291765,0.147480,0.291424
1450,154180,0.000426,0.815137,1,82,0.269130,0.292146,0.147391,0.291333
1460,155431,0.000000,0.773486,1,67,0.269058,0.292346,0.147359,0.291237
1470,155999,0.006415,0.777344,1,73,0.269004,0.292466,0.147335,0.291195
1480,157038,0.000000,0.769287,1,77,0.268909,0.292632,0.147293,0.291167
1490,158222,0.000819,0.812109,1,81,0.268836,0.292738,0.147260,0.291166
1500,159322,0.000595,0.800732,1,85,0.268786,0.292794,0.147238,0.291182
1510,160525,0.001836,0.759766,1,57,0.268824,0.292925,0.147255,0.290995
1520,161713,0.000948,0.802686,1,62,0.268827,0.292995,0.147257,0.290922
1530,162707,0.000000,0.725928,1,66,0.268820,0.293030,0.147253,0.290896
1540,163739,0.001767,0.770996,1,70,0.269229,0.291968,0.147435,0.291368
1550,164614,0.005236,0.739355,1,75,0.269075,0.292301,0.147367,0.291258
1560,165551,0.004920,0.760938,1,46,0.269096,0.292573,0.147376,0.290955
1570,166432,0.002245,0.748584,1,51,0.269076,0.292698,0.147367,0.290859
1580,167584,0.003825,0.778906,1,57,0.269163,0.292522,0.147406,0.290910
1590,168791,0.001522,0.777930,1,64,0.269449,0.291726,0.147533,0.291292
1600,169852,0.000666,0.801758,1,71,0.269239,0.292149,0.147439,0.291173
1610,170824,0.003165,0.778711,1,57,0.269151,0.292473,0.147401,0.290975
1620,171763,0.002205,0.789111,1,64,0.269054,0.292685,0.147357,0.290904
1630,172687,0.000202,0.795703,1,71,0.269006,0.292753,0.147336,0.290904
1640,173780,0.000191,0.815576,1,78,0.268916,0.292837,0.147296,0.290951
1650,175050,0.000000,0.798633,1,83,0.268812,0.292885,0.147250,0.291054
1660,176062,0.000000,0.827393,1,69,0.268803,0.292950,0.147246,0.291002
1670,177216,0.000287,0.847949,1,74,0.268780,0.292975,0.147236,0.291009
1680,178367,0.000526,0.801562,1,80,0.268754,0.292982,0.147224,0.291039
1690,179373,0.000009,0.796240,1,87,0.268723,0.292972,0.147210,0.291095
1700,180580,0.001433,0.822021,1,94,0.268689,0.292951,0.147195,0.291166
1710,181626,0.000123,0.768896,1,60,0.268741,0.293020,0.147218,0.291021
1720,182735,0.000750,0.810937,1,63,0.268847,0.292859,0.147265,0.291029
1730,183723,0.000573,0.817480,1,67,0.268828,0.292933,0.147257,0.290981
1740,184589,0.002218,0.768506,1,69,0.268817,0.292956,0.147252,0.290976
1750,185538,0.002217,0.846631,1,75,0.269096,0.292213,0.147376,0.291315
1760,186709,0.000148,0.744629,1,50,0.269359,0.291818,0.147493,0.291330
1770,187648,0.019680,0.825586,1,57,0.269223,0.292265,0.147433,0.291080
1780,188752,0.002233,0.825391,1,62,0.269102,0.292540,0.147378,0.290980
1790,189853,0.007174,0.775049,1,66,0.269004,0.292714,0.147335,0.290947
1800,190959,0.000372,0.790625,1,71,0.268971,0.292698,0.147320,0.291011
1810,192239,0.000125,0.768359,1,42,0.269570,0.291517,0.147587,0.291326
1820,193051,0.002817,0.796777,1,47,0.269765,0.291188,0.147673,0.291374
1830,194145,0.000000,0.717187,1,50,0.269522,0.291852,0.147565,0.291061
1840,195309,0.003762,0.698730,1,50,0.269361,0.292265,0.147494,0.290880
1850,196473,0.000000,0.718408,1,56,0.269256,0.292492,0.147447,0.290804
1860,197640,0.000526,0.817285,1,39,0.269253,0.292838,0.147446,0.290464
1870,198743,0.000196,0.735938,1,41,0.269716,0.291777,0.147651,0.290856
1880,199649,0.002306,0.795605,1,46,0.270003,0.291050,0.147779,0.291167
1890,200831,0.000603,0.801660,1,49,0.269691,0.291763,0.147640,0.290906
1900,201968,0.000396,0.791943,1,52,0.270142,0.290506,0.147841,0.291511
1910,202991,0.002166,0.799707,1,37,0.269891,0.291503,0.147729,0.290877
1920,203914,0.000000,0.764404,1,42,0.269657,0.292122,0.147625,0.290596
1930,205173,0.000425,0.738428,1,45,0.269480,0.292515,0.147547,0.290459
1940,206383,0.001026,0.793799,1,50,0.269336,0.292776,0.147483,0.290405
1950,207431,0.002322,0.767822,1,55,0.269212,0.292929,0.147428,0.290432
1960,208325,0.002438,0.673486,1,39,0.269205,0.293121,0.147424,0.290250
1970,209259,0.001092,0.647217,1,40,0.269193,0.293244,0.147419,0.290145
1980,210470,0.000000,0.666089,1,44,0.269185,0.293249,0.147415,0.290150
1990,211509,0.002892,0.689258,1,47,0.269645,0.292003,0.147620,0.290732
2000,212656,0.003691,0.683350,1,48,0.269442,0.292415,0.147530,0.290613
2010,213852,0.001437,0.740137,1,33,0.269429,0.292808,0.147524,0.290240
2020,214846,0.004424,0.657422,1,33,0.270081,0.291380,0.147814,0.290725
2030,215992,0.000000,0.640869,1,35,0.270268,0.291005,0.147897,0.290830
2040,217269,0.002072,0.833838,1,35,0.269963,0.291830,0.147761,0.290445
2050,218291,0.000403,0.669629,1,39,0.269739,0.292350,0.147662,0.290249
2070,220369,0.000025,0.656299,1,24,0.270138,0.292507,0.147839,0.289517
2080,221489,0.000639,0.740332,1,28,0.270006,0.293011,0.147781,0.289202
2090,222522,0.000548,0.687964,1,29,0.269998,0.292945,0.147777,0.289281
2100,223397,0.000137,0.648682,1,31,0.269839,0.293235,0.147706,0.289220
2110,224579,0.000193,0.670923,1,24,0.270224,0.292627,0.147877,0.289271
2120,225574,0.000126,0.688940,1,25,0.270076,0.293105,0.147811,0.289008
2130,226723,0.000323,0.696533,1,26,0.270119,0.293015,0.147831,0.289035
2150,228951,0.002142,0.724072,1,31,0.270104,0.292806,0.147824,0.289266
2160,229719,0.000081,0.697803,1,23,0.270036,0.293270,0.147794,0.288900
2180,231729,0.020361,0.603162,1,27,0.269932,0.293523,0.147747,0.288798
2190,232557,0.000253,0.696777,1,29,0.271074,0.290498,0.148255,0.290173
2200,233730,0.000863,0.726318,1,29,0.270628,0.291455,0.148057,0.289859
2210,234739,0.000000,0.649609,1,20,0.270505,0.292464,0.148002,0.289028
2230,236887,0.002093,0.690430,1,24,0.270253,0.293264,0.147890,0.288593
2250,239006,0.003790,0.667920,1,31,0.269993,0.293583,0.147775,0.288649
2270,241392,0.002473,0.709180,1,31,0.269959,0.293356,0.147760,0.288925
2280,242284,0.001280,0.683447,1,34,0.269862,0.293426,0.147717,0.288995
2290,243419,0.005296,0.614844,1,38,0.269709,0.293431,0.147648,0.289211
2300,244507,0.000973,0.618945,1,40,0.269791,0.292847,0.147685,0.289676
2330,247802,0.000281,0.629834,1,34,0.269568,0.293303,0.147586,0.289543
2350,249996,0.002221,0.742480,1,41,0.269433,0.293409,0.147526,0.289632
2390,254181,0.000794,0.667578,1,33,0.269611,0.293457,0.147605,0.289327
2400,255385,0.002646,0.730542,1,34,0.269546,0.293503,0.147576,0.289375
2410,256552,0.005540,0.767139,1,20,0.269715,0.293825,0.147651,0.288810
2430,258599,0.004046,0.684326,1,23,0.269839,0.294110,0.147706,0.288345
2460,261914,0.000520,0.652539,1,32,0.269631,0.293932,0.147614,0.288824
2470,262958,0.002639,0.628418,1,32,0.269590,0.293904,0.147596,0.288911
2490,264805,0.000007,0.675635,1,39,0.269482,0.293820,0.147548,0.289150
2500,265814,0.000007,0.730957,1,45,0.269373,0.293711,0.147499,0.289417
2510,266814,0.000000,0.750635,1,30,0.269423,0.293777,0.147521,0.289279
2520,267902,0.000314,0.777881,1,33,0.269421,0.293750,0.147521,0.289308
2530,269061,0.000039,0.796191,1,35,0.269539,0.293371,0.147573,0.289517
2540,270265,0.001236,0.801465,1,39,0.269457,0.293418,0.147536,0.289589
2550,271288,0.003128,0.734180,1,42,0.269382,0.293365,0.147503,0.289749
2560,272401,0.000000,0.708203,1,36,0.269696,0.292638,0.147643,0.290023
2570,273594,0.002469,0.781738,1,40,0.269543,0.292908,0.147575,0.289975
2580,274792,0.001638,0.746289,1,42,0.269418,0.293088,0.147519,0.289975
2590,275745,0.002601,0.730615,1,48,0.269305,0.293183,0.147469,0.290043
2600,276783,0.001780,0.712988,1,51,0.269503,0.292459,0.147557,0.290481
2620,278790,0.000000,0.789990,1,41,0.269610,0.292354,0.147604,0.290432
2630,279727,0.000907,0.754883,1,42,0.269459,0.292693,0.147538,0.290310
2650,281877,0.000624,0.742578,1,47,0.269480,0.292505,0.147547,0.290468
2690,286554,0.001965,0.772168,1,43,0.269245,0.293300,0.147442,0.290014
2700,287596,0.001276,0.789111,1,46,0.269183,0.293326,0.147415,0.290077
2720,289651,0.000469,0.778564,1,31,0.269524,0.293057,0.147566,0.289852
2730,290754,0.000000,0.694873,1,32,0.269835,0.292403,0.147705,0.290057
2750,292889,0.000000,0.751221,1,36,0.269623,0.292927,0.147610,0.289839
2760,293760,0.000000,0.623511,1,26,0.270250,0.291893,0.147889,0.289968
2780,295658,0.000000,0.713574,1,28,0.269998,0.292823,0.147777,0.289402
2790,296649,0.000000,0.670337,1,28,0.269861,0.293175,0.147716,0.289248
2810,298603,0.000000,0.633105,1,33,0.270074,0.292409,0.147811,0.289707
2820,299751,0.000000,0.650049,1,34,0.269952,0.292633,0.147756,0.289659
2850,302753,0.000000,0.664258,1,44,0.270366,0.290926,0.147940,0.290768
2860,303858,0.000000,0.747119,1,29,0.270620,0.290668,0.148053,0.290658
2880,305906,0.000000,0.768066,1,35,0.270101,0.292005,0.147823,0.290071
2900,307971,0.000000,0.699805,1,38,0.269728,0.292685,0.147657,0.289931
2910,309022,0.000000,0.684082,1,30,0.269728,0.292685,0.147657,0.289931
2920,310222,0.000000,0.763770,1,31,0.269655,0.293003,0.147625,0.289717
2930,311409,0.000000,0.835791,1,34,0.269572,0.293240,0.147588,0.289600
2940,312331,0.000000,0.756982,1,36,0.269484,0.293369,0.147548,0.289600
2950,313236,0.000000,0.759912,1,38,0.269440,0.293406,0.147529,0.289624
2990,317704,0.000000,0.724072,1,29,0.269771,0.293423,0.147676,0.289131
3010,319888,0.000000,0.798486,1,33,0.269720,0.293198,0.147653,0.289429
3030,322311,0.000000,0.802344,1,38,0.269535,0.293317,0.147571,0.289577
3040,323265,0.000000,0.737500,1,41,0.269474,0.293354,0.147544,0.289628
3050,324488,0.000000,0.743506,1,45,0.269363,0.293388,0.147495,0.289754
3060,325446,0.000000,0.742383,1,27,0.269424,0.293515,0.147522,0.289540
3070,326596,0.000000,0.642358,1,29,0.269482,0.293694,0.147547,0.289277
3080,327551,0.000000,0.640576,1,32,0.269480,0.293721,0.147546,0.289253
3090,328662,0.000000,0.608008,1,32,0.270266,0.291672,0.147896,0.290166
3120,331613,0.000000,0.749561,1,38,0.269630,0.292930,0.147613,0.289828
3130,332585,0.000000,0.808447,1,42,0.269490,0.293073,0.147551,0.289887
3190,339118,0.000000,0.778418,1,59,0.269006,0.293214,0.147336,0.290444
3200,340212,0.000000,0.783105,1,63,0.268952,0.293188,0.147312,0.290548
3210,341309,0.000000,0.753467,1,32,0.269350,0.292747,0.147489,0.290414
3240,344900,0.000000,0.726172,1,40,0.269547,0.292650,0.147576,0.290226
3260,346905,0.000000,0.765723,1,50,0.269337,0.292914,0.147483,0.290266
3270,347898,0.000000,0.759863,1,52,0.269271,0.292975,0.147454,0.290300
3280,348740,0.000000,0.738379,1,55,0.269158,0.293056,0.147404,0.290382
3300,350936,0.000000,0.765723,1,62,0.269926,0.290834,0.147745,0.291495
3310,352009,0.000000,0.701709,1,35,0.269924,0.291251,0.147744,0.291081
3320,353029,0.000000,0.752930,1,39,0.269707,0.291979,0.147648,0.290666
3340,355150,0.000000,0.723926,1,43,0.269452,0.292613,0.147534,0.290400
3380,359600,0.000000,0.783984,1,55,0.269099,0.293113,0.147377,0.290412
3390,360570,0.000000,0.788965,1,56,0.269073,0.293038,0.147366,0.290523
3420,363850,0.000000,0.714014,1,63,0.268930,0.293107,0.147302,0.290661
3430,364852,0.000000,0.790430,1,64,0.269523,0.291494,0.147566,0.291417
3440,366055,0.001303,0.691919,1,64,0.269339,0.291886,0.147484,0.291291
3450,367026,0.001303,0.702466,1,68,0.269177,0.292228,0.147412,0.291182
3460,368151,0.000000,0.732227,1,23,0.269562,0.292416,0.147583,0.290439
3470,369269,0.000000,0.762842,1,27,0.269610,0.292949,0.147604,0.289837
3480,370418,0.000000,0.815576,1,31,0.269583,0.293209,0.147592,0.289616
3490,371515,0.000000,0.704395,1,34,0.269673,0.292941,0.147632,0.289754
3500,372561,0.000000,0.712451,1,37,0.269548,0.293157,0.147577,0.289717
3510,373416,0.000000,0.741016,1,28,0.269550,0.293293,0.147578,0.289579
3520,374318,0.000000,0.674951,1,30,0.269552,0.293472,0.147579,0.289398
3530,375574,0.000000,0.826562,1,34,0.269496,0.293557,0.147554,0.289394
3540,376604,0.000000,0.774951,1,36,0.269431,0.293587,0.147525,0.289458
3550,377500,0.000000,0.687354,1,38,0.269372,0.293592,0.147499,0.289537
3560,378684,0.000000,0.814111,1,34,0.269372,0.293640,0.147499,0.289489
3570,379724,0.000000,0.792725,1,39,0.269327,0.293624,0.147479,0.289570
3580,380788,0.000000,0.770557,1,43,0.269255,0.293567,0.147447,0.289731
3590,381651,0.000000,0.681250,1,45,0.269265,0.293446,0.147451,0.289838
3600,382704,0.005717,0.637573,1,46,0.269194,0.293424,0.147420,0.289962
3610,383610,0.001296,0.697656,1,35,0.269260,0.293536,0.147449,0.289754
3620,384786,0.000487,0.745752,1,40,0.269251,0.293552,0.147445,0.289752
3630,385969,0.003305,0.726904,1,45,0.269196,0.293510,0.147420,0.289874
3640,387132,0.000000,0.817432,1,54,0.269125,0.293444,0.147389,0.290042
3650,387990,0.003931,0.696582,1,58,0.269685,0.291889,0.147638,0.290788
3660,388997,0.000905,0.791895,1,50,0.269475,0.292343,0.147544,0.290638
3670,390083,0.004791,0.723877,1,53,0.269305,0.292628,0.147469,0.290598
3680,391125,0.000439,0.789111,1,58,0.269178,0.292812,0.147413,0.290597
3690,392046,0.000000,0.801367,1,61,0.269073,0.292918,0.147366,0.290644
3700,393027,0.000705,0.701611,1,64,0.269028,0.292954,0.147346,0.290672
3710,394034,0.000000,0.782568,1,53,0.269013,0.293063,0.147339,0.290585
3720,395240,0.000289,0.747168,1,56,0.268990,0.293094,0.147329,0.290587
3730,396342,0.001987,0.770215,1,60,0.268932,0.293127,0.147303,0.290638
3740,397286,0.000000,0.758643,1,63,0.268911,0.293127,0.147294,0.290668
3750,398402,0.000331,0.742188,1,65,0.268876,0.293121,0.147278,0.290724
3760,399409,0.000000,0.799170,1,40,0.269171,0.292767,0.147409,0.290654
3770,400424,0.000000,0.847852,1,46,0.269138,0.292966,0.147395,0.290502
3780,401577,0.000000,0.877832,1,51,0.269088,0.293072,0.147372,0.290468
3790,402777,0.000000,0.800000,1,57,0.269035,0.293125,0.147349,0.290491
3800,403940,0.001043,0.828906,1,61,0.268975,0.293136,0.147322,0.290566
3810,405131,0.000000,0.846973,1,41,0.269035,0.293253,0.147349,0.290363
3820,406195,0.000000,0.868457,1,48,0.269047,0.293304,0.147354,0.290294
3830,407250,0.000000,0.800146,1,51,0.269021,0.293300,0.147342,0.290337
3840,408354,0.000000,0.826807,1,55,0.269623,0.291654,0.147610,0.291113
3850,409302,0.000000,0.860449,1,59,0.269495,0.291915,0.147553,0.291037
3860,410475,0.000000,0.873486,1,48,0.269381,0.292285,0.147503,0.290831
3870,411661,0.000000,0.856982,1,52,0.269450,0.292090,0.147533,0.290927
3880,412654,0.000000,0.804980,1,59,0.269355,0.292281,0.147491,0.290873
3890,413687,0.000000,0.837549,1,61,0.269196,0.292556,0.147420,0.290828
3910,415733,0.000000,0.811768,1,68,0.269130,0.292467,0.147391,0.291012
3920,416806,0.000000,0.814746,1,70,0.269228,0.292095,0.147434,0.291243
3930,417757,0.000000,0.825146,1,74,0.269142,0.292255,0.147396,0.291207
3940,418921,0.000345,0.841455,1,78,0.269005,0.292489,0.147336,0.291170
3950,420094,0.000000,0.881689,1,79,0.269007,0.292385,0.147336,0.291272
3960,421179,0.000000,0.862891,1,36,0.269096,0.292777,0.147376,0.290750
3970,422383,0.000000,0.882178,1,40,0.269137,0.293107,0.147394,0.290363
3980,423474,0.000000,0.827783,1,44,0.269136,0.293170,0.147394,0.290301
3990,424482,0.000000,0.854004,1,48,0.269114,0.293244,0.147384,0.290258
4000,425711,0.000000,0.830615,1,53,0.269067,0.293259,0.147363,0.290312
4020,427677,0.000000,0.852393,1,43,0.269247,0.293174,0.147443,0.290136
4030,428728,0.000000,0.841846,1,45,0.269194,0.293250,0.147419,0.290137
4040,429885,0.000000,0.797412,1,48,0.269467,0.292439,0.147541,0.290553
4050,430979,0.000133,0.832178,1,52,0.269310,0.292703,0.147471,0.290516
4060,431939,0.001508,0.825928,1,46,0.269272,0.292827,0.147454,0.290447
4070,433136,0.000000,0.842871,1,51,0.269153,0.293028,0.147401,0.290418
4080,434114,0.000000,0.817773,1,57,0.269110,0.293062,0.147382,0.290445
4090,435230,0.000788,0.808789,1,61,0.269443,0.292042,0.147530,0.290984
4100,436416,0.000000,0.793628,1,64,0.269194,0.292447,0.147419,0.290940
4110,437571,0.006192,0.755566,1,44,0.269296,0.292387,0.147465,0.290853
4120,438545,0.001573,0.718213,1,46,0.269524,0.291922,0.147566,0.290988
4130,439711,0.006479,0.753540,1,50,0.269494,0.292025,0.147553,0.290928
4140,440680,0.000000,0.804102,1,55,0.269314,0.292405,0.147473,0.290808
4150,441846,0.003726,0.843359,1,62,0.269169,0.292642,0.147409,0.290780
